target_id	length	eff_length	est_counts	tpm
Smic649	396	192.268	0	0
Smic650	2085	1877.85	40	1.71741
Smic651	522	315.765	2	0.510668
Smic652	966	758.845	0	0
Smic653	4089	3881.85	0	0
Smic654	315	118.641	6	4.07745
Smic655	1188	980.845	4	0.328801
Smic656	1059	851.845	47	4.44847
Smic657	933	725.992	37	4.10907
Smic658	1581	1373.85	56	3.28642
Smic659	576	369.564	3	0.654492
Smic660	273	84.4592	16	15.2738
Smic661	3420	3212.85	123	3.08666
Smic662	660	453.159	31	5.51549
Smic663	1359	1151.85	24	1.67993
Smic664	2217	2009.85	4	0.160461
Smic665	1581	1373.85	101.394	5.95042
Smic666	1629	1421.85	1	0.0567049
Smic667	2436	2228.85	82	2.96625
Smic668	723	516.114	7	1.09352
Smic669	2577	2369.85	109	3.70834
Smic670	1821	1613.85	282	14.0884
Smic671	657	450.159	10	1.79105
Smic672	705	498.114	2	0.323724
Smic673	1344	1136.85	10	0.709205
Smic674	561	354.564	0	0
Smic675	279	89.1554	0	0
Smic676	3930	3722.85	30	0.64971
Smic677	1152	944.845	16	1.36531
Smic678	1596	1388.85	48	2.78651
Smic679	7380	7172.85	75	0.84303
Smic680	2817	2609.85	0	0
Smic681	2844	2636.85	44	1.34537
Smic682	2871	2663.85	91	2.75426
Smic683	3372	3164.85	2	0.0509508
Smic684	2229	2021.85	1	0.0398772
Smic685	4080	3872.85	17.2939	0.360029
Smic686	1491	1283.85	3	0.1884
Smic687	12528	12320.8	0	0
Smic688	12141	11933.8	14	0.0945847
Smic689	1026	818.845	5	0.492313
Smic690	4065	3857.85	190.357	3.97831
Smic691	1086	878.845	12	1.10088
Smic692	2478	2270.85	0	0
Smic693	1017	809.845	0	0
Smic694	762	555.114	0	0
Smic695	804	597.055	0	0
Smic696	23055	22847.8	374	1.31977
Smic697	549	342.634	33	7.76527
Smic698	1260	1052.85	5	0.382894
Smic699	1089	881.845	0	0
Smic700	1728	1520.85	29	1.5374
Smic701	5766	5558.85	196	2.84279
Smic702	3402	3194.85	0	0
Smic703	8199	7991.85	281	2.83486
Smic704	642	435.203	56	10.3745
Smic705	780	573.114	12	1.68816
Smic706	2136	1928.85	77	3.2186
Smic707	4014	3806.85	98	2.07555
Smic708	2676	2468.85	126	4.11481
Smic709	12171	11963.8	180	1.21304
Smic710	1800	1592.85	84	4.25186
Smic711	447	241.96	46	15.3281
Smic712	846	638.992	12	1.51412
Smic713	1107	899.845	95	8.51195
Smic714	2415	2207.85	124	4.52821
Smic715	825	618.055	20	2.60901
Smic716	4719	4511.85	366	6.54034
Smic717	1518	1310.85	5	0.307533
Smic718	2451	2243.85	18	0.646774
Smic719	858	650.992	0	0
Smic720	4173	3965.85	256.466	5.21395
Smic721	2346	2138.85	158.534	5.97608
Smic722	3123	2915.85	67	1.85261
Smic723	1416	1208.85	16	1.06714
Smic724	1590	1382.85	17	0.991171
Smic725	867	659.992	45	5.49727
Smic726	345	144.963	0	0
Smic727	570	363.564	0	0
Smic728	558	351.6	0	0
Smic729	306	111.203	0	0
Smic730	645	438.203	0	0
Smic731	987	779.845	18	1.86096
